level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1241	1754	-1	
2	1	1	0	0	0	150	82	940	1502	-1	
3	1	1	1	0	0	150	82	940	1502	-1	
4	1	1	1	1	0	150	82	940	21	-1	
5	1	1	1	1	1	150	82	89	21	96.279259	Similarity
5	1	1	1	1	2	246	83	20	20	96.298477	of
5	1	1	1	1	3	270	82	82	21	93.099930	Triangles
5	1	1	1	1	4	358	92	21	2	93.099930	—
5	1	1	1	1	5	385	82	53	20	97.001579	Quick
5	1	1	1	1	6	443	83	51	15	96.924538	Notes
5	1	1	1	1	7	502	82	64	20	96.579559	(Grade
5	1	1	1	1	8	575	82	28	20	96.286743	10)
5	1	1	1	1	9	1079	82	11	16	96.886681	4
4	1	1	1	2	0	151	151	389	27	-1	
5	1	1	1	2	1	151	152	48	26	96.330948	Key
5	1	1	1	2	2	208	152	126	21	96.154846	Theorems
5	1	1	1	2	3	343	151	61	22	96.795860	from
5	1	1	1	2	4	413	151	127	27	96.250374	Similarity
4	1	1	1	3	0	182	255	877	21	-1	
5	1	1	1	3	1	182	255	52	17	93.292107	Basic
5	1	1	1	3	2	240	255	152	21	92.612793	Proportionality
5	1	1	1	3	3	399	255	89	16	96.531235	Theorem
5	1	1	1	3	4	495	255	84	20	96.197746	(Thales):
5	1	1	1	3	5	590	255	16	16	89.070312	If
5	1	1	1	3	6	613	260	5	11	89.070312	a
5	1	1	1	3	7	627	255	34	16	94.829742	line
5	1	1	1	3	8	668	255	71	21	96.948166	through
5	1	1	1	3	9	740	251	8	30	94.657196	a
5	1	1	1	3	10	761	255	70	21	95.829292	triangle
5	1	1	1	3	11	838	255	14	16	96.704025	is
5	1	1	1	3	12	859	255	69	21	95.300217	parallel
5	1	1	1	3	13	934	258	18	13	95.300217	to
5	1	1	1	3	14	958	260	33	11	96.478279	one
5	1	1	1	3	15	998	255	41	19	96.626793	side,
5	1	1	1	3	16	1046	255	13	16	96.458244	it
4	1	1	1	4	0	182	283	379	21	-1	
5	1	1	1	4	1	182	283	64	16	96.324059	divides
5	1	1	1	4	2	253	284	27	15	96.665344	the
5	1	1	1	4	3	287	284	46	15	96.870552	other
5	1	1	1	4	4	339	286	32	13	96.980247	two
5	1	1	1	4	5	378	283	44	16	96.893105	sides
5	1	1	1	4	6	429	283	132	21	96.861130	proportionally.
4	1	1	1	5	0	182	306	504	41	-1	
5	1	1	1	5	1	182	321	15	16	96.694221	If
5	1	1	1	5	2	203	322	33	15	96.372536	DE
5	1	1	1	5	3	238	317	18	29	96.571640	||
5	1	1	1	5	4	262	321	41	17	96.571640	BC
5	1	1	1	5	5	296	317	23	29	93.278564	in
5	1	1	1	5	6	323	322	60	16	91.116196	AABC,
5	1	1	1	5	7	396	322	17	15	91.829468	the
5	1	1	1	5	8	443	306	32	15	83.537659	AD
5	1	1	1	5	9	487	328	12	2	10.517731	_
5	1	1	1	5	10	509	306	30	15	10.517731	AE
5	1	1	1	5	11	567	317	14	30	65.506836	id
5	1	1	1	5	12	591	306	32	15	77.859978	AD
5	1	1	1	5	13	634	306	52	24	77.859978	_AE
4	1	1	1	6	0	246	321	448	32	-1	
5	1	1	1	6	1	246	321	6	21	62.713932	II
5	1	1	1	6	2	267	317	25	50	72.317200	BC
5	1	1	1	6	3	299	326	16	11	84.072861	in
5	1	1	1	6	4	329	317	55	50	26.378464	2ABC.
5	1	1	1	6	5	396	317	38	50	85.245583	then
5	1	1	1	6	6	450	317	26	50	19.991455	Te
5	1	1	1	6	7	487	333	10	1	71.102226	=
5	1	1	1	6	8	508	317	30	50	55.387226	5G
5	1	1	1	6	9	558	326	12	11	0.000000	4
5	1	1	1	6	10	596	317	29	50	11.267338	AB
5	1	1	1	6	11	658	331	36	22	65.719147	AC
4	1	1	1	7	0	517	407	12	13	-1	
5	1	1	1	7	1	517	407	12	13	70.146652	Cc
4	1	1	1	8	0	627	578	146	23	-1	
5	1	1	1	8	1	627	589	13	12	83.769226	D
5	1	1	1	8	2	762	578	11	12	93.131836	B
4	1	1	1	9	0	467	602	11	12	-1	
5	1	1	1	9	1	467	602	11	12	96.319328	A
4	1	1	1	10	0	182	703	879	21	-1	
5	1	1	1	10	1	182	703	56	16	95.046661	Proof
5	1	1	1	10	2	243	703	47	16	95.046661	idea:
5	1	1	1	10	3	302	703	50	16	96.919846	Since
5	1	1	1	10	4	360	704	33	15	96.978653	DE
5	1	1	1	10	5	404	703	6	21	96.701378	||
5	1	1	1	10	6	421	704	35	18	96.881584	BC,
5	1	1	1	10	7	466	704	60	15	49.590309	ADE
5	1	1	1	10	8	535	710	13	6	93.254250	=
5	1	1	1	10	9	558	704	57	16	63.503181	ZABC
5	1	1	1	10	10	623	703	32	16	96.604073	and
5	1	1	1	10	11	664	704	60	15	64.659760	AED
5	1	1	1	10	12	734	710	12	6	91.223373	=
5	1	1	1	10	13	756	704	57	16	81.084175	ZACB
5	1	1	1	10	14	821	703	87	20	96.625252	(alternate
5	1	1	1	10	15	915	703	69	16	96.193588	interior
5	1	1	1	10	16	990	704	71	20	96.329399	angles).
4	1	1	1	11	0	495	726	558	15	-1	
5	1	1	1	11	1	495	726	32	15	49.798092	AD
5	1	1	1	11	2	561	726	30	15	58.530624	AE
5	1	1	1	11	3	642	726	33	15	63.415283	DE
5	1	1	1	11	4	708	726	32	15	38.580833	_AD_
5	1	1	1	11	5	773	726	31	15	94.530228	AE
5	1	1	1	11	6	957	726	32	15	38.646721	AD
5	1	1	1	11	7	1023	726	30	15	55.621902	AE
4	1	1	1	12	0	181	740	880	20	-1	
5	1	1	1	12	1	181	740	43	16	93.301117	Thus
5	1	1	1	12	2	232	741	63	15	92.762161	AADE
5	1	1	1	12	3	305	748	11	4	92.762161	~
5	1	1	1	12	4	325	741	61	16	89.653877	AABC
5	1	1	1	12	5	393	741	67	19	93.801514	(AAA),
5	1	1	1	12	6	467	745	19	11	92.796547	so
5	1	1	1	12	7	495	750	34	2	69.110596	——
5	1	1	1	12	8	538	747	13	6	92.941177	=
5	1	1	1	12	9	560	750	33	2	37.821060	—=
5	1	1	1	12	10	601	740	31	16	93.273888	and
5	1	1	1	12	11	641	750	35	2	2.336788	——
5	1	1	1	12	12	685	747	13	6	92.611214	=
5	1	1	1	12	13	707	750	35	2	90.749588	——
5	1	1	1	12	14	751	747	12	6	93.244934	=
5	1	1	1	12	15	773	750	39	6	87.531174	—.
5	1	1	1	12	16	822	741	47	15	96.880951	From
5	1	1	1	12	17	876	740	26	16	96.921532	the
5	1	1	1	12	18	909	740	38	19	93.258011	first,
5	1	1	1	12	19	956	750	35	2	56.905746	——
5	1	1	1	12	20	1000	747	13	6	92.865356	=
5	1	1	1	12	21	1022	750	39	6	85.222107	—.
4	1	1	1	13	0	497	757	557	16	-1	
5	1	1	1	13	1	497	757	30	15	41.466011	AB
5	1	1	1	13	2	561	757	31	16	82.075577	AC
5	1	1	1	13	3	644	757	30	16	87.285408	BC
5	1	1	1	13	4	709	757	30	15	6.445427	AB
5	1	1	1	13	5	773	757	31	16	90.182465	AC
5	1	1	1	13	6	957	757	33	15	81.147270	DB
5	1	1	1	13	7	1023	757	31	16	86.707809	EC
4	1	1	1	14	0	182	853	876	21	-1	
5	1	1	1	14	1	182	853	90	17	96.828178	Converse
5	1	1	1	14	2	279	853	20	16	93.298897	of
5	1	1	1	14	3	304	853	49	16	90.935661	BPT:
5	1	1	1	14	4	362	853	16	16	95.197899	If
5	1	1	1	14	5	383	858	10	11	94.657928	a
5	1	1	1	14	6	400	853	33	16	94.657928	line
5	1	1	1	14	7	440	853	72	21	96.134079	through
5	1	1	1	14	8	513	849	10	30	96.134079	a
5	1	1	1	14	9	535	853	70	21	96.693619	triangle
5	1	1	1	14	10	612	856	36	13	96.693619	cuts
5	1	1	1	14	11	655	856	33	13	97.004761	two
5	1	1	1	14	12	696	853	44	16	96.959396	sides
5	1	1	1	14	13	748	853	135	21	96.786179	proportionally,
5	1	1	1	14	14	891	853	12	16	96.489258	it
5	1	1	1	14	15	910	853	14	16	96.489258	is
5	1	1	1	14	16	931	853	68	21	96.560837	parallel
5	1	1	1	14	17	1007	856	17	13	96.949272	to
5	1	1	1	14	18	1031	854	27	15	96.564484	the
4	1	1	1	15	0	182	882	89	16	-1	
5	1	1	1	15	1	182	882	42	16	96.792595	third
5	1	1	1	15	2	231	882	40	16	96.800514	side.
4	1	1	1	16	0	257	980	796	18	-1	
5	1	1	1	16	1	257	994	4	4	0.000000	n
5	1	1	1	16	2	424	994	4	4	32.832649	A
5	1	1	1	16	3	618	994	3	3	61.732292	a
5	1	1	1	16	4	687	994	3	3	0.000000	Q
