level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1241	1754	-1	
2	1	1	0	0	0	140	153	950	1514	-1	
3	1	1	1	0	0	140	153	950	1514	-1	
4	1	1	1	1	0	151	153	130	23	-1	
5	1	1	1	1	1	151	153	107	23	96.357681	Question
5	1	1	1	1	2	269	155	12	17	96.357681	5
4	1	1	1	2	0	151	208	939	19	-1	
5	1	1	1	2	1	151	208	95	19	96.668930	Question:
5	1	1	1	2	2	257	208	55	16	93.220512	Given:
5	1	1	1	2	3	324	208	65	16	44.723282	ZGHE
5	1	1	1	2	4	397	215	13	5	92.435745	=
5	1	1	1	2	5	418	209	64	14	91.957695	ZDFE
5	1	1	1	2	6	490	215	13	5	90.642090	=
5	1	1	1	2	7	511	208	33	19	90.642090	90°,
5	1	1	1	2	8	553	209	29	14	96.691154	DH
5	1	1	1	2	9	591	215	13	5	94.692726	=
5	1	1	1	2	10	612	209	14	18	95.437126	8,
5	1	1	1	2	11	635	209	27	14	96.432533	DF
5	1	1	1	2	12	671	215	13	5	96.912682	=
5	1	1	1	2	13	693	209	23	18	96.388107	12,
5	1	1	1	2	14	725	208	30	16	94.634987	DG
5	1	1	1	2	15	764	215	13	5	94.634987	=
5	1	1	1	2	16	785	209	20	15	63.448563	3x
5	1	1	1	2	17	812	218	5	1	63.448563	-
5	1	1	1	2	18	827	209	6	14	90.175697	1
5	1	1	1	2	19	843	209	31	14	93.241081	and
5	1	1	1	2	20	882	209	28	14	95.662811	DE
5	1	1	1	2	21	918	215	13	5	95.662811	=
5	1	1	1	2	22	940	209	20	14	95.810936	4x
5	1	1	1	2	23	968	211	13	14	94.334915	+
5	1	1	1	2	24	990	209	13	14	95.367805	2.
5	1	1	1	2	25	1014	209	41	14	95.367805	Find
5	1	1	1	2	26	1062	209	28	14	96.903069	the
4	1	1	1	3	0	151	234	938	19	-1	
5	1	1	1	3	1	151	235	63	18	96.830414	lengths
5	1	1	1	3	2	222	234	17	15	96.108917	of
5	1	1	1	3	3	246	237	80	16	96.401581	segments
5	1	1	1	3	4	334	234	31	16	96.589798	DG
5	1	1	1	3	5	374	235	31	14	95.079819	and
5	1	1	1	3	6	414	235	33	14	95.079819	DE.
5	1	1	1	3	7	457	234	110	15	96.390411	Correction
5	1	1	1	3	8	576	235	57	14	96.969627	based
5	1	1	1	3	9	642	240	25	9	96.313789	on
5	1	1	1	3	10	675	235	69	18	96.313789	typical
5	1	1	1	3	11	753	234	100	19	96.733353	problems:
5	1	1	1	3	12	865	235	34	14	96.733353	The
5	1	1	1	3	13	907	237	42	12	96.937416	most
5	1	1	1	3	14	958	235	47	18	96.401947	likely
5	1	1	1	3	15	1013	235	76	14	96.476509	intended
4	1	1	1	4	0	151	260	939	19	-1	
5	1	1	1	4	1	151	261	85	18	96.797989	similarity
5	1	1	1	4	2	244	261	12	14	96.942940	is
