level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1241	1754	-1	
2	1	1	0	0	0	150	82	939	1463	-1	
3	1	1	1	0	0	150	82	939	204	-1	
4	1	1	1	1	0	150	82	939	21	-1	
5	1	1	1	1	1	150	82	89	21	96.279259	Similarity
5	1	1	1	1	2	246	82	20	21	96.298477	of
5	1	1	1	1	3	270	82	82	21	93.099930	Triangles
5	1	1	1	1	4	358	92	21	2	93.099930	—
5	1	1	1	1	5	385	82	53	20	97.001579	Quick
5	1	1	1	1	6	443	83	51	15	96.924538	Notes
5	1	1	1	1	7	502	82	64	20	96.579559	(Grade
5	1	1	1	1	8	575	82	28	20	96.286743	10)
5	1	1	1	1	9	1079	83	10	15	93.015327	7
4	1	1	1	2	0	461	176	12	14	-1	
5	1	1	1	2	1	461	176	12	14	76.733452	c
4	1	1	1	3	0	652	276	7	10	-1	
5	1	1	1	3	1	652	276	7	10	79.806984	D
3	1	1	2	0	0	182	428	407	61	-1	
4	1	1	2	1	0	182	428	51	21	-1	
5	1	1	2	1	1	182	428	51	21	96.848885	Steps
4	1	1	2	2	0	183	458	406	31	-1	
5	1	1	2	2	1	183	474	6	15	92.401192	1.
5	1	1	2	2	2	208	473	55	16	93.287170	Angle
5	1	1	2	2	3	269	473	76	16	92.275108	Bisector
5	1	1	2	2	4	351	473	86	16	96.889580	Theorem:
5	1	1	2	2	5	451	458	31	15	79.821861	BD
5	1	1	2	2	6	494	458	95	24	37.958344	_AB_?
3	1	1	3	0	0	181	478	561	107	-1	
4	1	1	3	1	0	193	478	403	27	-1	
5	1	1	3	1	1	193	478	53	16	11.604156	oa
5	1	1	3	1	2	434	487	50	18	0.000000	“DC
5	1	1	3	1	3	494	485	12	1	0.000000	>
5	1	1	3	1	4	516	485	80	20	38.003525	ACO
4	1	1	3	2	0	181	512	561	48	-1	
5	1	1	3	2	1	181	527	15	16	95.323189	2.
5	1	1	3	2	2	212	528	27	15	96.100113	Let
5	1	1	3	2	3	256	528	21	15	96.486092	BD
5	1	1	3	2	4	286	534	12	6	83.363152	=
5	1	1	3	2	5	305	528	27	18	83.363152	7x,
5	1	1	3	2	6	347	528	22	16	96.517143	DC
5	1	1	3	2	7	380	534	7	6	96.922935	=
5	1	1	3	2	8	396	523	29	28	96.922935	9x,
5	1	1	3	2	9	434	527	131	17	96.544365	then
5	1	1	3	2	10	482	523	20	28	94.948578	7x
5	1	1	3	2	11	510	523	10	28	91.016228	+
5	1	1	3	2	12	527	523	21	28	91.016228	9x
5	1	1	3	2	13	557	523	12	28	58.895355	=
5	1	1	3	2	14	575	528	86	15	58.895355	12
5	1	1	3	2	15	613	523	10	28	41.676834	>
5	1	1	3	2	16	631	528	30	15	41.676834	x=
5	1	1	3	2	17	671	512	22	48	24.680275	a
5	1	1	3	2	18	703	534	12	6	65.400879	=
5	1	1	3	2	19	724	512	18	47	5.371990	a
4	1	1	3	3	0	181	566	342	19	-1	
5	1	1	3	3	1	181	566	15	17	94.641647	3.
5	1	1	3	3	2	209	567	32	15	94.641647	BD
5	1	1	3	3	3	249	573	13	6	73.612167	=
5	1	1	3	3	4	269	567	21	15	73.612167	7x
5	1	1	3	3	5	298	573	12	6	55.800255	=
5	1	1	3	3	6	318	566	44	19	55.800255	5.25,
5	1	1	3	3	7	370	567	33	16	96.699265	DC
5	1	1	3	3	8	411	573	12	6	94.818085	=
5	1	1	3	3	9	430	567	21	16	94.818085	9x
5	1	1	3	3	10	459	573	13	6	93.754013	=
5	1	1	3	3	11	479	566	44	17	93.754013	6.75.
3	1	1	4	0	0	181	655	636	437	-1	
4	1	1	4	1	0	215	655	341	21	-1	
5	1	1	4	1	1	215	655	42	21	96.974396	Split
5	1	1	4	1	2	263	655	17	16	96.974396	in
5	1	1	4	1	3	286	655	27	16	96.823112	the
5	1	1	4	1	4	319	655	41	16	96.823112	ratio
