level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1241	1754	-1	
2	1	1	0	0	0	150	82	937	796	-1	
3	1	1	1	0	0	150	82	937	96	-1	
4	1	1	1	1	0	150	82	937	21	-1	
5	1	1	1	1	1	150	82	89	21	96.279259	Similarity
5	1	1	1	1	2	246	83	20	20	96.298477	of
5	1	1	1	1	3	270	82	82	21	93.099930	Triangles
5	1	1	1	1	4	359	92	20	2	93.099930	—
5	1	1	1	1	5	385	82	53	20	97.001579	Quick
5	1	1	1	1	6	443	83	51	15	96.924538	Notes
5	1	1	1	1	7	502	82	64	20	96.579559	(Grade
5	1	1	1	1	8	575	83	28	19	96.286743	10)
5	1	1	1	1	9	1082	83	5	15	95.340370	1
4	1	1	1	2	0	151	151	387	27	-1	
5	1	1	1	2	1	151	151	127	22	96.803360	Overview:
5	1	1	1	2	2	291	152	71	21	96.393143	What
5	1	1	1	2	3	370	151	19	22	95.882889	is
5	1	1	1	2	4	398	151	140	27	96.242851	Similarity?
3	1	1	2	0	0	181	251	878	84	-1	
4	1	1	2	1	0	181	251	877	21	-1	
5	1	1	2	1	1	181	252	37	15	96.720680	Two
5	1	1	2	1	2	224	251	59	21	96.368790	figures
5	1	1	2	1	3	290	256	26	11	96.124634	are
5	1	1	2	1	4	322	251	66	16	96.848900	similar
5	1	1	2	1	5	394	251	14	16	96.848900	if
5	1	1	2	1	6	412	252	36	20	96.770790	they
5	1	1	2	1	7	455	251	40	16	96.770790	have
5	1	1	2	1	8	501	251	26	16	96.055504	the
5	1	1	2	1	9	533	256	45	11	93.384491	same
5	1	1	2	1	10	662	251	59	20	95.191757	Quick
5	1	1	2	1	11	728	251	61	17	96.930397	check:
5	1	1	2	1	12	799	251	16	16	96.581367	If
5	1	1	2	1	13	820	254	33	13	96.754135	two
5	1	1	2	1	14	860	251	57	21	96.037369	angles
5	1	1	2	1	15	924	251	20	16	96.037369	of
5	1	1	2	1	16	949	256	32	11	96.224403	one
5	1	1	2	1	17	988	251	70	21	96.224403	triangle
4	1	1	2	2	0	182	279	877	21	-1	
5	1	1	2	2	1	182	280	55	20	96.239662	shape.
5	1	1	2	2	2	247	280	31	15	96.790985	For
5	1	1	2	2	3	284	279	83	21	96.146118	triangles,
5	1	1	2	2	4	374	279	32	16	96.710587	this
5	1	1	2	2	5	413	284	62	11	96.920357	means:
5	1	1	2	2	6	662	279	56	16	96.076180	match
5	1	1	2	2	7	725	282	33	13	96.533775	two
5	1	1	2	2	8	766	279	20	16	96.968040	of
5	1	1	2	2	9	792	279	73	19	95.175797	another,
5	1	1	2	2	10	873	279	79	21	95.175797	triangles
5	1	1	2	2	11	960	284	27	11	96.486649	are
5	1	1	2	2	12	996	279	63	16	96.720505	similar
4	1	1	2	3	0	190	308	836	27	-1	
5	1	1	2	3	1	190	319	6	7	85.972511	*
5	1	1	2	3	2	209	314	135	21	96.585114	Corresponding
5	1	1	2	3	3	350	314	60	21	96.906120	angles
5	1	1	2	3	4	417	319	30	11	96.906120	are
5	1	1	2	3	5	454	314	56	21	96.623108	equal.
5	1	1	2	3	6	662	309	67	19	96.183037	(AAA).
5	1	1	2	3	7	737	309	36	15	96.946571	You
5	1	1	2	3	8	780	308	21	16	96.998322	do
5	1	1	2	3	9	808	311	28	13	96.591972	not
5	1	1	2	3	10	843	309	42	15	96.932953	need
5	1	1	2	3	11	891	308	27	16	96.893379	the
5	1	1	2	3	12	925	308	42	16	95.815521	third
5	1	1	2	3	13	974	308	52	21	95.815521	angle.
3	1	1	3	0	0	190	348	391	21	-1	
4	1	1	3	1	0	190	348	391	21	-1	
5	1	1	3	1	1	190	353	6	7	80.948448	*
5	1	1	3	1	2	209	348	137	21	96.592850	Corresponding
5	1	1	3	1	3	354	348	38	16	96.817589	side
5	1	1	3	1	4	399	348	70	21	96.935928	lengths
5	1	1	3	1	5	476	353	31	11	96.392693	are
5	1	1	3	1	6	514	348	19	16	93.228012	in
5	1	1	3	1	7	540	353	41	16	92.803665	pro-
3	1	1	4	0	0	180	377	870	172	-1	
4	1	1	4	1	0	209	377	76	21	-1	
5	1	1	4	1	1	209	377	76	21	96.606667	portion.
4	1	1	4	2	0	180	411	274	18	-1	
5	1	1	4	2	1	180	413	30	15	93.606598	We
5	1	1	4	2	2	217	412	50	16	93.304382	write:
5	1	1	4	2	3	279	413	60	16	90.926056	AABC
5	1	1	4	2	4	348	420	11	4	90.003426	~
5	1	1	4	2	5	368	411	86	18	49.145317	AA’B’C’.
4	1	1	4	3	0	1032	436	18	13	-1	
5	1	1	4	3	1	1032	436	18	13	42.639008	Cc
4	1	1	4	4	0	182	511	395	19	-1	
5	1	1	4	4	1	182	511	50	17	96.809433	Scale
5	1	1	4	4	2	240	511	58	16	92.984558	factor
5	1	1	4	4	3	306	511	17	16	92.961800	k:
5	1	1	4	4	4	336	511	16	16	93.093124	If
5	1	1	4	4	5	358	512	61	16	89.042725	AABC
5	1	1	4	4	6	428	519	12	4	89.042725	~
5	1	1	4	4	7	450	511	87	19	58.393459	AA’B’C’,
5	1	1	4	4	8	545	512	32	15	96.024750	and
4	1	1	4	5	0	413	529	287	20	-1	
5	1	1	4	5	1	413	532	42	17	60.839916	‘A’B’
5	1	1	4	5	2	688	529	12	13	64.721367	Cc
3	1	1	5	0	0	182	545	821	57	-1	
4	1	1	5	1	0	182	545	821	35	-1	
5	1	1	5	1	1	182	549	30	15	96.923370	AB
5	1	1	5	1	2	221	549	74	15	93.163414	matches
5	1	1	5	1	3	304	548	49	19	90.652084	A’B’,
5	1	1	5	1	4	363	549	39	15	96.786285	then
5	1	1	5	1	5	412	558	45	22	32.539558	7a
5	1	1	5	1	6	469	555	13	6	33.736649	©
5	1	1	5	1	7	493	548	15	16	75.044449	k.
5	1	1	5	1	8	524	549	54	20	96.687737	Every
5	1	1	5	1	9	942	548	44	21	83.551857	scale
5	1	1	5	1	10	994	545	9	16	92.563179	k
4	1	1	5	2	0	182	581	282	21	-1	
5	1	1	5	2	1	182	581	129	21	95.237602	corresponding
5	1	1	5	2	2	318	581	36	16	96.865555	side
5	1	1	5	2	3	361	581	52	16	96.865555	scales
5	1	1	5	2	4	420	581	21	21	93.306252	by
5	1	1	5	2	5	449	581	15	16	92.309334	k.
3	1	1	6	0	0	190	616	217	21	-1	
4	1	1	6	1	0	190	616	217	21	-1	
5	1	1	6	1	1	190	621	6	7	40.031506	*
5	1	1	6	1	2	209	616	96	16	92.859039	Perimeters
5	1	1	6	1	3	312	617	44	15	96.408638	scale
5	1	1	6	1	4	363	616	20	21	93.306213	by
5	1	1	6	1	5	391	616	16	16	91.520096	k.
3	1	1	7	0	0	190	647	785	25	-1	
4	1	1	7	1	0	190	647	785	25	-1	
5	1	1	7	1	1	190	655	6	7	76.172173	*
5	1	1	7	1	2	208	651	52	15	96.271988	Areas
5	1	1	7	1	3	267	651	44	15	96.271988	scale
5	1	1	7	1	4	318	650	21	21	93.305923	by
5	1	1	7	1	5	347	647	25	19	83.505539	k?.
5	1	1	7	1	6	959	658	16	14	0.000000	”
3	1	1	8	0	0	639	679	10	12	-1	
4	1	1	8	1	0	639	679	10	12	-1	
5	1	1	8	1	1	639	679	10	12	96.667809	A
3	1	1	9	0	0	182	754	399	21	-1	
4	1	1	9	1	0	182	754	399	21	-1	
5	1	1	9	1	1	182	754	93	21	96.510521	Matching
5	1	1	9	1	2	281	754	140	21	96.670158	corresponding
5	1	1	9	1	3	427	756	57	19	96.628609	parts:
5	1	1	9	1	4	494	755	47	20	91.978928	Keep
5	1	1	9	1	5	548	759	33	11	91.978928	ver-
3	1	1	10	0	0	182	782	398	19	-1	
4	1	1	10	1	0	182	782	398	19	-1	
5	1	1	10	1	1	182	785	26	13	96.294884	tex
5	1	1	10	1	2	218	783	48	15	96.181534	order
5	1	1	10	1	3	275	782	96	16	96.399353	consistent.
5	1	1	10	1	4	389	782	16	16	93.295593	If
5	1	1	10	1	5	414	783	60	16	92.523445	AABC
5	1	1	10	1	6	486	790	12	4	90.141678	~
5	1	1	10	1	7	511	783	69	18	91.205696	ADEF,
3	1	1	11	0	0	182	798	877	80	-1	
4	1	1	11	1	0	182	798	876	38	-1	
5	1	1	11	1	1	182	812	39	15	85.816566	thn
5	1	1	11	1	2	264	817	20	9	61.537655	Ao
5	1	1	11	1	3	301	812	22	18	66.650101	D,
5	1	1	11	1	4	338	812	14	15	66.650101	B
5	1	1	11	1	5	368	817	20	9	59.276199	©
5	1	1	11	1	6	405	812	49	18	87.645653	E,C
5	1	1	11	1	7	471	817	20	9	84.916092	©
5	1	1	11	1	8	508	812	19	15	91.220795	F.
5	1	1	11	1	9	555	811	23	16	95.451927	So
5	1	1	11	1	10	662	801	50	21	96.683968	Keep
5	1	1	11	1	11	726	801	60	17	91.842621	order:
5	1	1	11	1	12	812	802	60	16	91.842621	AABC
5	1	1	11	1	13	891	809	12	4	92.812309	~
5	1	1	11	1	14	922	798	64	38	0.000000	ADial
5	1	1	11	1	15	1000	806	58	11	96.371529	means
4	1	1	11	2	0	186	829	873	21	-1	
5	1	1	11	2	1	186	832	30	15	73.355621	AB
5	1	1	11	2	2	251	832	30	16	73.355621	BC
5	1	1	11	2	3	316	832	29	16	77.947784	CA
5	1	1	11	2	4	662	830	47	15	51.725140	Ao
5	1	1	11	2	5	720	830	78	18	24.754654	D,Be
5	1	1	11	2	6	810	830	45	18	66.454643	E,C
5	1	1	11	2	7	867	835	20	9	73.028946	©
5	1	1	11	2	8	899	830	19	15	89.973473	F.
5	1	1	11	2	9	934	830	68	20	96.642296	Mixing
5	1	1	11	2	10	1010	829	49	16	96.429428	order
4	1	1	11	3	0	184	854	649	24	-1	
5	1	1	11	3	1	184	857	35	21	91.999138	DE
5	1	1	11	3	2	250	857	32	21	89.509407	EF
5	1	1	11	3	3	314	857	41	21	61.996498	FD’
5	1	1	11	3	4	662	857	46	21	96.314743	gives
5	1	1	11	3	5	715	862	57	16	96.960991	wrong
5	1	1	11	3	6	778	857	55	16	95.838013	ratios.
